Channel,X,Y,Z
number,UTM [m],UTM [m],UTM [m]
774,328101.17,4407655.12,1233.776
775,328102.14,4407654.9,1233.839
776,328103.12,4407654.69,1233.901
777,328104.1,4407654.47,1233.964
778,328105.08,4407654.26,1234.027
779,328106.06,4407654.04,1234.089
780,328107.04,4407653.83,1234.152
781,328108.02,4407653.61,1234.215
782,328109,4407653.39,1234.277
783,328109.97,4407653.18,1234.34
784,328110.95,4407652.97,1234.403
785,328111.93,4407652.75,1234.465
786,328112.91,4407652.54,1234.528
787,328113.89,4407652.32,1234.591
788,328114.87,4407652.1,1234.654
789,328115.85,4407651.89,1234.716
790,328116.83,4407651.67,1234.771
791,328117.8,4407651.46,1234.825
792,328118.78,4407651.24,1234.878
793,328119.76,4407651.03,1234.932
794,328120.74,4407650.81,1234.986
795,328121.72,4407650.6,1235.04
796,328122.7,4407650.38,1235.094
797,328123.68,4407650.17,1235.148
798,328124.66,4407649.95,1235.202
799,328125.64,4407649.74,1235.256
800,328126.61,4407649.52,1235.3
801,328127.59,4407649.31,1235.336
802,328128.57,4407649.09,1235.373
803,328129.55,4407648.88,1235.409
804,328130.53,4407648.66,1235.445
805,328131.51,4407648.45,1235.482
806,328132.49,4407648.23,1235.518
807,328132.1,4407648.61,1235.477
808,328131.25,4407649.17,1235.435
809,328130.4,4407649.74,1235.394
810,328129.55,4407650.31,1235.353
811,328128.7,4407650.88,1235.312
812,328127.85,4407651.45,1235.271
813,328127,4407652.02,1235.229
814,328126.16,4407652.59,1235.188
815,328125.31,4407653.15,1235.146
816,328124.46,4407653.72,1235.102
817,328123.61,4407654.29,1235.052
818,328122.76,4407654.86,1235.003
819,328121.91,4407655.43,1234.957
820,328121.07,4407656,1234.912
821,328120.22,4407656.57,1234.867
822,328119.37,4407657.13,1234.822
823,328118.52,4407657.7,1234.777
824,328117.67,4407658.27,1234.732
825,328116.82,4407658.84,1234.687
826,328115.98,4407659.41,1234.64
827,328115.13,4407659.98,1234.59
828,328114.28,4407660.55,1234.536
829,328113.43,4407661.12,1234.482
830,328112.58,4407661.68,1234.429
831,328111.73,4407662.25,1234.376
832,328110.88,4407662.82,1234.323
833,328110.04,4407663.39,1234.27
834,328109.19,4407663.96,1234.217
835,328108.34,4407664.53,1234.164
836,328107.49,4407665.1,1234.112
837,328106.64,4407665.66,1234.059
838,328105.79,4407666.23,1234.006
839,328104.95,4407666.8,1233.953
840,328104.1,4407667.37,1233.9
841,328103.25,4407667.94,1233.849
842,328102.4,4407668.51,1233.799
843,328101.55,4407669.08,1233.75
844,328100.7,4407669.64,1233.7
845,328099.86,4407670.21,1233.65
846,328099.01,4407670.78,1233.599
847,328098.16,4407671.35,1233.549
848,328097.31,4407671.92,1233.498
849,328096.46,4407672.49,1233.447
850,328095.61,4407673.06,1233.395
851,328094.77,4407673.62,1233.344
852,328093.92,4407674.19,1233.293
853,328093.07,4407674.76,1233.242
854,328092.22,4407675.33,1233.194
855,328091.37,4407675.9,1233.15
856,328090.52,4407676.47,1233.108
857,328089.67,4407677.04,1233.066
858,328088.83,4407677.61,1233.023
859,328087.98,4407678.17,1232.981
860,328087.13,4407678.74,1232.938
861,328086.28,4407679.31,1232.896
862,328085.43,4407679.88,1232.853
863,328084.58,4407680.45,1232.811
864,328083.74,4407681.02,1232.769
865,328082.89,4407681.59,1232.746
866,328082.04,4407682.15,1232.74
867,328081.19,4407682.72,1232.734
868,328080.34,4407683.29,1232.728
869,328079.49,4407683.86,1232.721
870,328078.65,4407684.43,1232.715
871,328077.8,4407685,1232.709
872,328076.95,4407685.57,1232.703
873,328076.1,4407686.13,1232.697
874,328075.25,4407686.7,1232.69
875,328074.4,4407687.27,1232.684
876,328073.55,4407687.84,1232.66
877,328072.71,4407688.41,1232.617
878,328071.86,4407688.98,1232.573
879,328071.01,4407689.55,1232.529
880,328070.16,4407690.11,1232.484
881,328069.31,4407690.68,1232.44
882,328068.46,4407691.25,1232.397
883,328067.62,4407691.82,1232.353
884,328066.77,4407692.39,1232.31
885,328065.92,4407692.96,1232.267
886,328065.07,4407693.53,1232.223
887,328064.22,4407694.1,1232.179
888,328063.37,4407694.66,1232.135
889,328062.53,4407695.23,1232.095
890,328061.68,4407695.8,1232.081
891,328060.83,4407696.37,1232.067
892,328059.98,4407696.94,1232.054
893,328059.13,4407697.51,1232.04
894,328058.28,4407698.08,1232.027
895,328057.44,4407698.64,1232.013
896,328056.59,4407699.21,1232
897,328055.74,4407699.78,1231.987
898,328054.89,4407700.35,1231.974
899,328054.04,4407700.92,1231.961
900,328053.19,4407701.49,1231.946
901,328052.34,4407702.06,1231.918
902,328051.5,4407702.62,1231.89
903,328050.65,4407703.19,1231.861
904,328049.8,4407703.76,1231.832
905,328048.95,4407704.33,1231.802
906,328048.1,4407704.9,1231.773
907,328047.25,4407705.47,1231.743
908,328046.41,4407706.04,1231.712
909,328045.56,4407706.6,1231.691
910,328045.38,4407707.63,1231.7
911,328045.2,4407708.66,1231.708
912,328045.03,4407709.69,1231.716
913,328044.85,4407710.72,1231.723
914,328044.67,4407711.75,1231.73
915,328044.49,4407712.78,1231.737
916,328044.32,4407713.8,1231.744
917,328044.14,4407714.83,1231.751
918,328043.96,4407715.86,1231.757
919,328043.78,4407716.89,1231.763
920,328043.61,4407717.92,1231.764
921,328043.43,4407718.95,1231.762
922,328043.25,4407719.97,1231.76
923,328043.07,4407721,1231.758
924,328042.9,4407722.03,1231.756
925,328042.72,4407723.06,1231.754
926,328042.54,4407724.09,1231.752
927,328042.36,4407725.12,1231.75
928,328042.19,4407726.14,1231.749
929,328042.01,4407727.17,1231.751
930,328041.83,4407728.2,1231.757
931,328041.66,4407729.23,1231.765
932,328041.48,4407730.26,1231.774
933,328041.3,4407731.29,1231.784
934,328041.12,4407732.31,1231.795
935,328040.95,4407733.34,1231.807
936,328040.77,4407734.37,1231.818
937,328040.59,4407735.4,1231.83
938,328040.41,4407736.43,1231.841
939,328040.24,4407737.46,1231.852
940,328040.06,4407738.48,1231.863
941,328039.88,4407739.51,1231.874
942,328039.7,4407740.54,1231.883
943,328039.53,4407741.57,1231.89
944,328039.35,4407742.6,1231.894
945,328039.17,4407743.63,1231.897
946,328038.99,4407744.65,1231.897
947,328038.82,4407745.68,1231.896
948,328038.64,4407746.71,1231.893
949,328038.46,4407747.74,1231.887
950,328038.29,4407748.77,1231.878
951,328038.11,4407749.8,1231.868
952,328037.93,4407750.82,1231.86
953,328037.75,4407751.85,1231.852
954,328037.58,4407752.88,1231.846
955,328037.4,4407753.91,1231.841
956,328037.22,4407754.94,1231.836
957,328037.04,4407755.97,1231.833
958,328036.87,4407757,1231.83
959,328036.69,4407758.02,1231.829
960,328036.51,4407759.05,1231.828
961,328036.33,4407760.08,1231.829
962,328036.16,4407761.11,1231.831
963,328035.98,4407762.14,1231.832
964,328035.8,4407763.17,1231.833
965,328035.62,4407764.19,1231.835
966,328035.45,4407765.22,1231.836
967,328035.27,4407766.25,1231.838
968,328035.09,4407767.28,1231.84
969,328034.91,4407768.31,1231.842
970,328034.74,4407769.34,1231.845
971,328034.56,4407770.36,1231.848
972,328034.38,4407771.39,1231.851
973,328034.21,4407772.42,1231.855
974,328034.03,4407773.45,1231.859
975,328033.85,4407774.48,1231.862
976,328033.67,4407775.51,1231.866
977,328033.5,4407776.53,1231.87
978,328033.32,4407777.56,1231.873
979,328033.14,4407778.59,1231.877
980,328033.03,4407779.14,1231.89
981,328032.95,4407779.54,1231.903
982,328032.87,4407779.94,1231.916
983,328032.78,4407780.33,1231.929
984,328032.7,4407780.73,1231.942
985,328032.61,4407781.12,1231.954
986,328032.53,4407781.52,1231.967
987,328032.44,4407781.92,1231.98
988,328032.36,4407782.31,1231.993
989,328032.28,4407782.71,1232.006
990,328032.19,4407783.1,1232.019
991,328032.11,4407783.5,1232.032
992,328032.02,4407783.89,1232.045
993,328031.87,4407784.62,1232.04
994,328031.65,4407785.68,1232.03
995,328031.43,4407786.73,1232.02
996,328031.21,4407787.79,1232.011
997,328031,4407788.84,1232.002
998,328030.78,4407789.9,1231.994
999,328030.56,4407790.96,1231.986
1000,328030.34,4407792.01,1231.978
1001,328030.12,4407793.07,1231.971
1002,328029.9,4407794.12,1231.964
1003,328029.68,4407795.18,1231.958
1004,328029.46,4407796.23,1231.952
1005,328029.24,4407797.29,1231.946
1006,328029.02,4407798.35,1231.94
1007,328028.8,4407799.4,1231.941
1008,328029.83,4407799.42,1231.963
1009,328030.85,4407799.45,1231.985
1010,328031.87,4407799.47,1232.006
1011,328032.89,4407799.49,1232.028
1012,328033.91,4407799.51,1232.049
1013,328034.94,4407799.54,1232.071
1014,328035.96,4407799.56,1232.094
1015,328036.98,4407799.58,1232.116
1016,328038,4407799.6,1232.14
1017,328039.03,4407799.63,1232.163
1018,328040.05,4407799.65,1232.186
1019,328041.07,4407799.67,1232.209
1020,328042.09,4407799.69,1232.232
1021,328043.11,4407799.72,1232.255
1022,328044.14,4407799.74,1232.279
1023,328045.16,4407799.76,1232.302
1024,328046.18,4407799.78,1232.324
1025,328047.2,4407799.8,1232.347
1026,328048.22,4407799.83,1232.372
1027,328049.25,4407799.85,1232.399
1028,328050.27,4407799.87,1232.425
1029,328051.29,4407799.89,1232.452
1030,328052.31,4407799.92,1232.479
1031,328053.33,4407799.94,1232.506
1032,328054.36,4407799.96,1232.532
1033,328055.38,4407799.98,1232.559
1034,328056.4,4407800.01,1232.586
1035,328057.42,4407800.03,1232.613
1036,328058.44,4407800.05,1232.639
1037,328059.47,4407800.07,1232.666
1038,328060.49,4407800.1,1232.693
1039,328061.51,4407800.12,1232.72
1040,328062.53,4407800.14,1232.746
1041,328063.55,4407800.16,1232.773
1042,328064.58,4407800.18,1232.801
1043,328065.6,4407800.21,1232.829
1044,328066.62,4407800.23,1232.858
1045,328067.64,4407800.25,1232.889
1046,328068.66,4407800.27,1232.919
1047,328069.69,4407800.3,1232.949
1048,328070.71,4407800.32,1232.976
1049,328071.73,4407800.34,1233.001
1050,328072.75,4407800.36,1233.023
1051,328073.77,4407800.39,1233.045
1052,328074.8,4407800.41,1233.07
1053,328075.82,4407800.43,1233.099
1054,328076.84,4407800.45,1233.131
1055,328077.86,4407800.47,1233.165
1056,328078.88,4407800.5,1233.203
1057,328079.91,4407800.52,1233.242
1058,328080.93,4407800.54,1233.277
1059,328081.95,4407800.57,1233.309
1060,328082.97,4407800.59,1233.34
1061,328084,4407800.61,1233.368
1062,328085.02,4407800.63,1233.395
1063,328086.04,4407800.65,1233.42
1064,328087.06,4407800.68,1233.444
1065,328088.08,4407800.7,1233.465
1066,328089.11,4407800.72,1233.486
1067,328090.13,4407800.74,1233.505
1068,328091.15,4407800.77,1233.524
1069,328092.17,4407800.79,1233.541
1070,328093.19,4407800.81,1233.559
1071,328094.22,4407800.83,1233.577
1072,328095.24,4407800.86,1233.596
1073,328096.26,4407800.88,1233.614
1074,328097.28,4407800.9,1233.634
1075,328098.3,4407800.92,1233.655
1076,328099.33,4407800.95,1233.678
1077,328100.35,4407800.97,1233.703
1078,328101.37,4407800.99,1233.728
1079,328102.39,4407801.01,1233.756
1080,328103.41,4407801.04,1233.785
1081,328104.44,4407801.06,1233.816
1082,328105.46,4407801.08,1233.847
1083,328106.48,4407801.1,1233.878
1084,328107.5,4407801.12,1233.909
1085,328108.52,4407801.15,1233.94
1086,328109.55,4407801.17,1233.971
1087,328110.57,4407801.19,1234.002
1088,328111.59,4407801.21,1234.033
1089,328112.61,4407801.24,1234.063
1090,328113.63,4407801.26,1234.091
1091,328114.66,4407801.28,1234.119
1092,328115.68,4407801.3,1234.145
1093,328116.7,4407801.33,1234.171
1094,328117.72,4407801.35,1234.196
1095,328118.74,4407801.37,1234.219
1096,328119.77,4407801.39,1234.242
1097,328120.79,4407801.42,1234.263
1098,328121.81,4407801.44,1234.283
1099,328122.83,4407801.46,1234.303
1100,328123.85,4407801.48,1234.324
1101,328124.88,4407801.5,1234.344
1102,328125.9,4407801.53,1234.364
1103,328126.92,4407801.55,1234.384
1104,328127.94,4407801.57,1234.405
1105,328128.97,4407801.59,1234.425
1106,328129.99,4407801.62,1234.446
1107,328131.01,4407801.64,1234.467
1108,328132.03,4407801.66,1234.489
1109,328133.05,4407801.68,1234.51
1110,328134.08,4407801.71,1234.533
1111,328135.1,4407801.73,1234.556
1112,328136.12,4407801.75,1234.58
1113,328137.14,4407801.77,1234.603
1114,328138.16,4407801.8,1234.627
1115,328139.19,4407801.82,1234.651
1116,328140.21,4407801.84,1234.676
1117,328141.23,4407801.86,1234.701
1118,328142.25,4407801.89,1234.728
1119,328143.27,4407801.91,1234.755
1120,328144.3,4407801.93,1234.782
1121,328145.32,4407801.95,1234.809
1122,328146.02,4407802.21,1234.822
1123,328145.78,4407803.18,1234.821
1124,328145.54,4407804.16,1234.821
1125,328145.3,4407805.13,1234.822
1126,328145.06,4407806.1,1234.829
1127,328144.81,4407807.08,1234.839
1128,328144.57,4407808.05,1234.85
1129,328144.33,4407809.02,1234.859
1130,328144.09,4407810,1234.858
1131,328143.84,4407810.97,1234.849
1132,328143.6,4407811.94,1234.833
1133,328143.36,4407812.92,1234.819
1134,328143.12,4407813.89,1234.815
1135,328142.88,4407814.86,1234.816
1136,328142.63,4407815.83,1234.822
1137,328142.39,4407816.81,1234.833
1138,328142.15,4407817.78,1234.848
1139,328141.91,4407818.75,1234.866
1140,328141.66,4407819.73,1234.887
1141,328141.42,4407820.7,1234.909
1142,328141.18,4407821.67,1234.928
1143,328140.94,4407822.65,1234.944
1144,328140.7,4407823.62,1234.957
1145,328140.45,4407824.59,1234.967
1146,328140.21,4407825.57,1234.975
1147,328139.97,4407826.54,1234.98
1148,328139.73,4407827.51,1234.983
1149,328139.48,4407828.48,1234.984
1150,328139.24,4407829.46,1234.982
1151,328139,4407830.43,1234.979
1152,328138.76,4407831.4,1234.977
1153,328138.52,4407832.38,1234.975
1154,328138.27,4407833.35,1234.973
1155,328138.03,4407834.32,1234.972
1156,328137.79,4407835.3,1234.971
1157,328137.55,4407836.27,1234.97
1158,328137.31,4407837.24,1234.969
1159,328137.06,4407838.21,1234.969
1160,328136.82,4407839.19,1234.968
1161,328136.58,4407840.16,1234.969
1162,328136.34,4407841.13,1234.969
1163,328136.09,4407842.11,1234.968
1164,328135.85,4407843.08,1234.965
1165,328135.61,4407844.05,1234.962
1166,328135.37,4407845.03,1234.958
1167,328135.13,4407846,1234.953
1168,328134.88,4407846.97,1234.947
1169,328134.64,4407847.95,1234.94
1170,328134.4,4407848.92,1234.932
1171,328134.16,4407849.89,1234.924
1172,328133.91,4407850.86,1234.914
1173,328133.67,4407851.84,1234.903
1174,328133.43,4407852.81,1234.892
1175,328133.19,4407853.78,1234.881
1176,328132.95,4407854.76,1234.87
1177,328132.7,4407855.73,1234.859
1178,328132.46,4407856.7,1234.85
1179,328132.22,4407857.68,1234.841
1180,328131.98,4407858.65,1234.834
1181,328131.73,4407859.62,1234.828
1182,328131.49,4407860.59,1234.823
1183,328131.25,4407861.57,1234.819
1184,328131.01,4407862.54,1234.817
1185,328130.77,4407863.51,1234.817
1186,328130.52,4407864.49,1234.817
1187,328130.28,4407865.46,1234.818
1188,328130.04,4407866.43,1234.818
1189,328129.8,4407867.41,1234.818
1190,328129.55,4407868.38,1234.819
1191,328129.31,4407869.35,1234.819
1192,328129.07,4407870.32,1234.819
1193,328128.83,4407871.3,1234.819
1194,328128.59,4407872.27,1234.819
1195,328128.34,4407873.24,1234.82
1196,328128.1,4407874.22,1234.82
1197,328127.86,4407875.19,1234.821
1198,328127.62,4407876.16,1234.825
1199,328127.38,4407877.14,1234.829
1200,328127.13,4407878.11,1234.834
1201,328126.89,4407879.08,1234.839
1202,328126.65,4407880.06,1234.844
1203,328126.41,4407881.03,1234.849
1204,328126.16,4407882,1234.853
1205,328125.92,4407882.97,1234.858
1206,328125.68,4407883.95,1234.863
1207,328125.44,4407884.92,1234.868
1208,328125.2,4407885.89,1234.872
1209,328124.95,4407886.87,1234.877
1210,328124.71,4407887.84,1234.882
1211,328124.47,4407888.81,1234.887
1212,328124.23,4407889.79,1234.891
1213,328123.98,4407890.76,1234.892
1214,328123.74,4407891.73,1234.891
1215,328123.5,4407892.7,1234.891
1216,328123.26,4407893.68,1234.89
1217,328123.02,4407894.65,1234.89
1218,328122.77,4407895.62,1234.889
1219,328122.53,4407896.6,1234.888
1220,328122.92,4407897.1,1234.906
1221,328123.93,4407897.12,1234.93
1222,328124.94,4407897.15,1234.955
1223,328125.95,4407897.17,1234.979
1224,328126.96,4407897.2,1235.003
1225,328127.97,4407897.23,1235.027
1226,328128.98,4407897.25,1235.051
1227,328129.99,4407897.28,1235.076
1228,328131,4407897.31,1235.1
1229,328132.01,4407897.33,1235.124
1230,328133.02,4407897.36,1235.148
1231,328134.03,4407897.38,1235.171
1232,328135.04,4407897.41,1235.194
1233,328136.06,4407897.43,1235.217
1234,328137.07,4407897.46,1235.24
1235,328138.08,4407897.49,1235.264
1236,328139.09,4407897.51,1235.287
1237,328140.1,4407897.54,1235.31
1238,328141.11,4407897.57,1235.333
1239,328142.12,4407897.59,1235.357
1240,328143.13,4407897.62,1235.38
1241,328144.14,4407897.64,1235.405
1242,328145.15,4407897.67,1235.436
1243,328146.16,4407897.7,1235.47
1244,328147.17,4407897.72,1235.505
1245,328148.18,4407897.75,1235.539
1246,328149.2,4407897.77,1235.574
1247,328150.21,4407897.8,1235.608
1248,328151.22,4407897.83,1235.643
1249,328152.23,4407897.85,1235.677
1250,328153.24,4407897.88,1235.712
1251,328154.25,4407897.9,1235.746
1252,328155.26,4407897.93,1235.781
1253,328156.27,4407897.96,1235.813
1254,328157.28,4407897.98,1235.841
1255,328158.29,4407898.01,1235.865
1256,328159.3,4407898.04,1235.884
1257,328160.31,4407898.06,1235.902
1258,328161.32,4407898.09,1235.921
1259,328162.34,4407898.11,1235.94
1260,328163.35,4407898.14,1235.959
1261,328164.36,4407898.17,1235.977
1262,328165.37,4407898.19,1235.996
1263,328166.38,4407898.22,1236.015
1264,328167.39,4407898.24,1236.037
1265,328168.4,4407898.27,1236.069
1266,328169.41,4407898.3,1236.106
1267,328170.42,4407898.32,1236.144
1268,328171.43,4407898.35,1236.182
1269,328172.44,4407898.37,1236.22
1270,328173.45,4407898.4,1236.259
1271,328174.46,4407898.43,1236.297
1272,328175.47,4407898.45,1236.335
1273,328176.49,4407898.48,1236.373
1274,328177.5,4407898.5,1236.411
1275,328178.51,4407898.53,1236.449
1276,328179.52,4407898.56,1236.487
1277,328180.53,4407898.58,1236.525
1278,328181.54,4407898.61,1236.563
1279,328182.55,4407898.63,1236.601
1280,328183.56,4407898.66,1236.639
1281,328184.57,4407898.69,1236.678
1282,328185.58,4407898.71,1236.716
1283,328186.59,4407898.74,1236.757
1284,328187.6,4407898.76,1236.804
1285,328188.61,4407898.79,1236.851
1286,328189.63,4407898.82,1236.899
1287,328190.64,4407898.84,1236.947
1288,328191.65,4407898.87,1236.995
1289,328192.66,4407898.89,1237.042
1290,328193.67,4407898.92,1237.09
1291,328194.68,4407898.95,1237.138
1292,328195.69,4407898.97,1237.186
1293,328196.7,4407899,1237.234
1294,328197.71,4407899.03,1237.282
1295,328198.72,4407899.05,1237.328
1296,328199.73,4407899.08,1237.368
1297,328200.74,4407899.1,1237.396
1298,328201.75,4407899.13,1237.417
1299,328202.77,4407899.16,1237.439
1300,328203.78,4407899.18,1237.46
1301,328204.79,4407899.21,1237.482
1302,328205.8,4407899.23,1237.504
1303,328206.81,4407899.26,1237.525
1304,328207.82,4407899.29,1237.545
1305,328208.83,4407899.31,1237.557
1306,328209.84,4407899.34,1237.564
